t,sample_id,label,u,c_comm,proxy_acc,cost,G,Y_bw,Q_net,active_views,active_token_ratio_sum,network_state,bandwidth_mbps,effective_bandwidth_mbps,B_t,is_disconnected,comm_delay_ms,e2e_delay_ms,deadline_met,transmission_success,business_available,real_pred,real_conf,real_correct,traj_pred,traj_correct,w_1,w_2,w_3,w_4,v_1,v_2,v_3,v_4,k_1,k_2,k_3,k_4
1224,1224,21,0,0.0,0.9990542531013489,0.4661437050312809,17.922269274334713,0.20000000000000018,0.0,3,0.4926277115407584,GOOD,94.50981737321935,93.9842028390159,2.3496050709753975,0,0.0,80.0,1,1,1,21,0.9990542531013489,1,21,1,0.08258366584777832,0.12822619080543518,0.04615060240030289,0.7430395483970642,1,1,0,1,0.1,0.1,0.0,0.2926277115407584
1225,1225,21,1,6.2,0.9983758926391602,0.4431344898212143,16.97593042140999,0.0,0.0,3,0.4803156120325796,WEAK,14.730809495516134,11.81129799748835,0.29528244993720876,0,0.0,80.0,1,1,1,21,0.9983758926391602,1,21,1,0.08898681402206421,0.07533799856901169,0.1339242309331894,0.7017509341239929,1,0,1,1,0.1,0.0,0.1,0.2803156120325796
1226,1226,21,0,0.0,0.9663184881210327,0.37239385139518094,16.25626086702166,3.2,1.2,3,0.4403116509426497,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,21,0.9663184881210327,1,21,1,0.020060395821928978,0.3078525960445404,0.09644941985607147,0.5756375789642334,0,1,1,1,0.0,0.1,0.1,0.2403116509426497
1227,1227,21,0,0.0,0.999950647354126,0.38430223802197827,16.710997481633115,0.20000000000000018,1.2,3,0.4472963798739529,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,21,0.999950647354126,1,21,1,9.99999993922529e-09,0.5919123888015747,0.05956214293837547,0.3485254645347595,0,1,1,1,0.0,0.2444688093363984,0.1,0.10282757053755445
1228,1228,21,0,0.0,0.9975716471672058,0.3556133281175912,15.925443741307417,0.0,1.2,3,0.43027681110188487,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,21,0.9975716471672058,1,21,1,0.017534837126731873,0.3366300165653229,0.53989177942276,0.10594339668750763,0,1,1,1,0.0,0.1036539108582088,0.22662290024367612,0.1
1229,1229,21,0,0.0,0.9987868666648865,0.2545850061379246,12.6120364298291,0.0,1.2,3,0.3640619890786194,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,21,0.9987868666648865,1,21,1,0.27144405245780945,0.19978050887584686,0.15946343541145325,0.36931195855140686,1,1,0,1,0.1,0.1,0.0,0.16406198907861938
1230,1230,21,1,6.2,0.9999265670776367,0.5116432585939312,19.195608810162955,0.0,0.0,3,0.5161103335552435,GOOD,83.46811339390061,82.19042270669583,2.0547605676673957,0,0.0,80.0,1,1,1,21,0.9999265670776367,1,21,1,0.09577414393424988,0.041469331830739975,0.8250175714492798,0.037738945335149765,1,1,1,0,0.1,0.1,0.31611033355524354,0.0
1231,1231,21,0,0.0,0.9997604489326477,0.41305686016487825,17.30781702886478,3.2,0.0,3,0.46372856240949445,GOOD,109.45913027245263,109.21907348535728,2.7304768371339323,0,0.0,80.0,1,1,1,21,0.9997604489326477,1,21,1,0.0032086388673633337,0.6479677557945251,0.14013712108135223,0.2086864709854126,0,1,1,1,0.0,0.2637285624094945,0.1,0.1
1232,1232,21,0,0.0,0.9952219128608704,0.5053055501333408,19.443137307421363,0.20000000000000018,0.0,3,0.5129038519812537,GOOD,80.47715348749259,79.78130730364892,1.994532682591223,0,0.0,80.0,1,1,1,21,0.9952219128608704,1,21,1,0.007795821409672499,0.813573956489563,0.09447421878576279,0.08415597677230835,0,1,1,1,0.0,0.3129038519812537,0.1,0.1
1233,1233,21,1,6.2,0.9998620748519897,0.5395968364657124,20.43132917996793,0.0,0.0,3,0.5300216672514374,GOOD,52.28226352357044,51.40641296283104,1.285160324070776,0,0.0,80.0,1,1,1,21,0.9998620748519897,1,21,1,0.00325588695704937,0.8755805492401123,0.10649693012237549,0.014666708186268806,0,1,1,1,0.0,0.33002166725143744,0.1,0.1
1234,1234,21,0,0.0,0.9993168115615845,0.4135785105117892,17.224008922454267,3.2,0.1029171114404015,3,0.46402129188774444,GOOD,43.89779414021821,43.88331554238393,1.0970828885595985,0,0.0,80.0,1,1,1,21,0.9993168115615845,1,21,1,0.010015411302447319,0.6488986015319824,0.304887056350708,0.036198876798152924,0,1,1,1,0.0,0.2640212918877445,0.1,0.1
1235,1235,21,0,0.0,0.9985879063606262,0.3889221461256527,16.052274905165508,0.20000000000000018,0.0,3,0.44997694543056255,GOOD,53.1502980739555,52.400744989764725,1.3100186247441181,0,0.0,80.0,1,1,1,21,0.9985879063606262,1,21,1,0.0077490839175879955,0.041543424129486084,0.453006386756897,0.4977010488510132,0,1,1,1,0.0,0.1,0.16206071344102288,0.1879162319895397
1236,1236,21,1,6.2,0.9544273614883423,0.5115653470711883,19.657269850416682,0.0,0.0,3,0.516071036181309,GOOD,58.26373667656845,57.57368784491791,1.439342196122948,0,0.0,80.0,1,1,1,21,0.9544273614883423,1,21,1,0.004288405645638704,0.1535789519548416,0.8248768448829651,0.017255788668990135,0,1,1,1,0.0,0.1,0.31607103618130905,0.1
1237,1237,21,0,0.0,0.9995751976966858,0.495541033996785,19.27030280525201,3.2,0.0,3,0.5079240041999141,GOOD,64.28661212755097,63.143859103647834,1.578596477591196,0,0.0,80.0,1,1,1,21,0.9995751976966858,1,21,1,0.0020352390129119158,0.012016133405268192,0.7959579825401306,0.18999068439006805,0,1,1,1,0.0,0.1,0.30792400419991417,0.1
1238,1238,21,0,0.0,0.9990307092666626,0.3815194910315807,16.15510924553327,0.20000000000000018,0.0,3,0.4456739926232398,GOOD,110.871095611536,110.37162619486651,2.7592906548716627,0,0.0,80.0,1,1,1,21,0.9990307092666626,1,21,1,0.015061828307807446,0.5545406937599182,0.3797084093093872,0.050689030438661575,0,1,1,1,0.0,0.22389480861357405,0.12177918400966575,0.1
1239,1239,21,1,6.2,0.999428927898407,0.5007275290862298,19.369911025593527,0.0,0.0,3,0.5105751350149536,GOOD,77.67617107654536,76.93035543552031,1.923258885888008,0,0.0,80.0,1,1,1,21,0.999428927898407,1,21,1,0.004663750063627958,0.8053125143051147,0.18549606204032898,0.00452768849208951,1,1,1,0,0.1,0.3105751350149536,0.1,0.0
1240,1240,21,0,0.0,0.7697388529777527,0.5744147495883769,21.2926517334048,3.2,1.2,3,0.5468544090374159,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,0,33,0.7697388529777527,0,21,1,0.006722075864672661,0.05212440714240074,0.9387499094009399,0.0024035642854869366,1,1,1,0,0.1,0.1,0.34685440903741593,0.0
1241,1241,21,0,0.0,0.9849737882614136,0.38551802202720453,15.632186696018064,0.20000000000000018,0.0,3,0.44800335774664923,GOOD,108.15720284812726,106.28893417744655,2.657223354436164,0,0.0,80.0,1,1,1,21,0.9849737882614136,1,21,1,0.08332598954439163,0.21291495859622955,0.10482797771692276,0.598931074142456,0,1,1,1,0.0,0.1,0.1,0.24800335774664925
1242,1242,21,1,6.2,0.9849652051925659,0.42078625768141376,16.955617796226544,0.0,0.0,3,0.46804725272089587,GOOD,67.5229734607323,66.82177965153274,1.6705444912883185,0,0.0,80.0,1,1,1,21,0.9849652051925659,1,21,1,0.13689680397510529,0.6617674827575684,0.04066668823361397,0.1606689840555191,1,1,0,1,0.1,0.2680472527208959,0.0,0.1
1243,1243,21,0,0.0,0.6967175006866455,0.5313692331477896,20.23991484304773,3.2,0.0,3,0.5259653433973738,GOOD,103.92859587519516,102.8928868088224,2.57232217022056,0,0.0,80.0,1,1,0,21,0.6967175006866455,1,21,1,0.0005532270297408104,0.0022720075212419033,0.8606836199760437,0.13649114966392517,0,1,1,1,0.0,0.1,0.3259653433973738,0.1
1244,1244,21,0,0.0,0.9991458654403687,0.5637059192979902,21.07036504733113,0.20000000000000018,0.0,3,0.541732915655316,WEAK,13.208444198408788,11.52901825674713,0.2882254564186783,0,0.0,80.0,1,1,1,21,0.9991458654403687,1,21,1,0.006256007589399815,0.9192997217178345,0.059960078448057175,0.014484141021966934,0,1,1,1,0.0,0.34173291565531605,0.1,0.1
1245,1245,21,1,6.2,0.9938761591911316,0.4619233449722132,18.44873529206651,0.0,0.0,3,0.4903925707795195,WEAK,11.070793359744217,9.015213257046494,0.22538033142616234,0,0.0,80.0,1,1,1,21,0.9938761591911316,1,21,1,0.0009913401445373893,0.7354574799537659,0.20422331988811493,0.05932790786027908,0,1,1,1,0.0,0.2903925707795195,0.1,0.1
1246,1246,21,0,0.0,0.9996364116668701,0.5070711032989509,19.067016814339034,3.2,0.7958466276476865,3,0.5137991215715052,WEAK,19.5202763074263,16.166134894092536,0.4041533723523134,0,0.0,80.0,1,1,1,21,0.9996364116668701,1,21,1,0.03828529268503189,0.8167611360549927,0.0995190218091011,0.04543452709913254,0,1,1,1,0.0,0.31379912157150525,0.1,0.1
1247,1247,21,0,0.0,0.9988412261009216,0.42673212756072776,17.378573591255268,0.20000000000000018,0.5754721959468474,3,0.4713424956541245,WEAK,10.69234098267928,8.814977268033568,0.2203744317008392,0,0.0,80.0,1,1,1,21,0.9988412261009216,1,21,1,0.019557764753699303,0.1097908765077591,0.19825804233551025,0.6723933219909668,0,1,1,1,0.0,0.1,0.1,0.2713424956541245
1248,1248,21,1,6.2,0.5063714981079102,0.37471867587185015,16.45239390274842,0.0,0.2105162884081208,3,0.4416839274055243,WEAK,15.715067214155154,14.598236301549063,0.3649559075387266,0,0.0,80.0,1,1,0,29,0.5063714981079102,0,21,1,0.003070865059271455,0.34744709730148315,0.5716675519943237,0.077814482152462,0,1,1,1,0.0,0.10476934882510458,0.23691457858041973,0.1
1249,1249,21,0,0.0,0.99947589635849,0.4097815118146092,17.27373796972612,3.2,1.1845805914913567,3,0.4618863274609015,WEAK,10.023187940475191,9.037427876670556,0.2259356969167639,0,0.0,80.0,1,1,1,21,0.99947589635849,1,21,1,0.0006489148363471031,0.6421247720718384,0.06599551439285278,0.29123085737228394,0,1,1,1,0.0,0.26188632746090157,0.1,0.1
1250,1250,21,0,0.0,0.9947239756584167,0.5284377990616403,20.077759994584994,0.20000000000000018,0.8026197076860653,3,0.5245125258423629,WEAK,16.761885406106565,15.278435352211659,0.3819608838052915,0,0.0,80.0,1,1,1,21,0.9947239756584167,1,21,1,0.006575018633157015,0.8553788661956787,0.0925847515463829,0.04546136036515236,0,1,1,1,0.0,0.3245125258423629,0.1,0.1
1251,1251,21,1,6.2,0.9968767166137695,0.5012779200939302,18.912233381735536,0.0,0.7331608258931855,3,0.5108556656101305,WEAK,3.3268172440097334,2.7783552717151876,0.06945888179287969,0,0.0,80.0,1,1,1,21,0.9968767166137695,1,21,1,0.038573008030653,0.8063055276870728,0.09832519292831421,0.05679625645279884,0,1,1,1,0.0,0.31085566561013056,0.1,0.1
1252,1252,21,0,0.0,0.771587073802948,0.5431317524309501,20.54524411184517,3.2,1.7389429288799803,3,0.5317549275887001,WEAK,9.230577959044677,7.768715880528208,0.19421789701320522,0,0.0,80.0,1,1,0,21,0.771587073802948,1,21,1,0.0019057802855968475,0.10055557638406754,0.015554140321910381,0.881984531879425,0,1,1,1,0.0,0.1,0.1,0.33175492758870007
1253,1253,21,0,0.0,0.999894380569458,0.510059823459219,19.192508300760373,0.20000000000000018,1.7389429288799803,3,0.5153110847706203,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,21,0.999894380569458,1,21,1,0.0427858866751194,0.8221577405929565,0.034934982657432556,0.1001213788986206,1,1,0,1,0.1,0.3153110847706203,0.0,0.1
1254,1254,21,0,0.0,0.9983986020088196,0.3444814738871895,15.530976056955087,0.0,1.7389429288799803,3,0.4234887344284768,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,21,0.9983986020088196,1,21,1,0.036311086267232895,0.5262755155563354,0.3211435079574585,0.11626997590065002,0,1,1,1,0.0,0.2234887344284768,0.1,0.1
1255,1255,21,1,6.2,0.9991726279258728,0.5098208001892341,19.29841391392268,0.0,1.515759676366942,3,0.5151903285687613,WEAK,10.71584325704116,8.927330100521532,0.2231832525130383,0,0.0,80.0,1,1,1,21,0.9991726279258728,1,21,1,0.05772193893790245,0.8217260837554932,0.02684939280152321,0.09370258450508118,1,1,0,1,0.1,0.3151903285687614,0.0,0.1
1256,1256,21,0,0.0,0.9999743700027466,0.5565342785566756,20.915724175629215,3.2,2.344862162668231,3,0.5382758382549615,WEAK,16.469889325559723,14.835900547948443,0.3708975136987111,0,0.0,80.0,1,1,1,21,0.9999743700027466,1,21,1,0.0026222788728773594,0.07933944463729858,0.011753760278224945,0.906284511089325,0,1,1,1,0.0,0.1,0.1,0.33827583825496144
1257,1257,21,0,0.0,0.8722851276397705,0.48048455460976175,18.62603992812623,0.20000000000000018,2.2608480779538667,3,0.5001481218592494,WEAK,3.5624079803130204,3.3605633885745774,0.08401408471436445,0,0.0,80.0,1,1,1,21,0.8722851276397705,1,21,1,0.02043943852186203,0.12033703178167343,0.09039133787155151,0.7688322067260742,0,1,1,1,0.0,0.1,0.1,0.30014812185924933
1258,1258,21,0,0.0,0.9998373985290527,0.3822719757495059,15.791992088922719,0.0,2.2608480779538667,3,0.44611328560471863,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,21,0.9998373985290527,1,21,1,0.02489144168794155,0.5141757130622864,0.03918568417429924,0.4217471182346344,0,1,1,1,0.0,0.20002279958219252,0.1,0.14609048602252608
1259,1259,21,0,0.0,0.9995610117912292,0.3429719303603421,15.78109399593947,0.0,2.2608480779538667,3,0.4225598360663312,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,21,0.9995610117912292,1,21,1,0.01640559732913971,0.5236132740974426,0.22460992634296417,0.2353712022304535,0,1,1,1,0.0,0.2225598360663312,0.1,0.1
1260,1260,21,0,0.0,0.9956715106964111,0.4013157815460572,16.988210959446373,0.0,2.2608480779538667,3,0.45709034270735033,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,21,0.9956715106964111,1,21,1,0.008497364819049835,0.26733240485191345,0.097134530544281,0.6270357370376587,0,1,1,1,0.0,0.1,0.1,0.2570903427073503
1261,1261,21,0,0.0,0.9354416131973267,0.3585180735379359,15.542338845138538,0.0,2.2608480779538667,3,0.43203054556849896,DOWN,0.0,0.0,0.0,1,0.0,80.0,1,1,1,21,0.9354416131973267,1,21,1,0.053162477910518646,0.22828221321105957,0.1674879789352417,0.5510672926902771,0,1,1,1,0.0,0.1,0.1,0.23203054556849892
1262,1262,21,1,6.2,0.9501170516014099,0.3216170160455867,14.734886710232233,0.0,2.0942185317215922,3,0.4091932260358738,WEAK,7.16303998424274,6.665181849290973,0.16662954623227433,0,0.0,80.0,1,1,1,21,0.9501170516014099,1,21,1,0.05621616169810295,0.1433541178703308,0.46637117862701416,0.3340585231781006,0,1,1,1,0.0,0.1,0.1966819502570896,0.11251127577878423
1263,1263,21,0,0.0,0.921335756778717,0.38472496972468284,16.027859204873216,3.2,3.173560487788738,3,0.44754232482495626,WEAK,5.960869768578941,4.826321757314163,0.12065804393285406,0,0.0,80.0,1,1,1,21,0.921335756778717,1,21,1,0.1494332253932953,0.05348838120698929,0.5975220799446106,0.19955632090568542,1,0,1,1,0.1,0.0,0.24754232482495622,0.1
1264,1264,21,0,0.0,0.9991477727890015,0.5721930238380076,21.355204578065283,0.20000000000000018,1.8935083108879234,3,0.5457958206141551,GOOD,51.45573901944972,51.20208707603258,1.2800521769008146,0,0.0,80.0,1,1,1,21,0.9991477727890015,1,21,1,0.003440616186708212,0.9347131252288818,0.04638367146253586,0.015462644398212433,0,1,1,1,0.0,0.34579582061415515,0.1,0.1
1265,1265,21,1,6.2,0.9012559056282043,0.47615839935482757,18.736183298273353,0.0,0.4609972459334293,3,0.4978914303160346,GOOD,58.06227492637682,57.30044259817976,1.432511064954494,0,0.0,80.0,1,1,1,21,0.9012559056282043,1,21,1,0.00530136376619339,0.21107304096221924,0.022578708827495575,0.761046826839447,0,1,1,1,0.0,0.1,0.1,0.2978914303160346
1266,1266,21,0,0.0,0.9998433589935303,0.35459442560014803,15.69160330604944,3.2,0.0,3,0.4296599548496576,GOOD,89.20195055226986,87.61369566875221,2.1903423917188056,0,0.0,80.0,1,1,1,21,0.9998433589935303,1,21,1,0.1654057502746582,0.5441306829452515,0.25310641527175903,0.03735709562897682,1,1,1,0,0.1,0.2296599548496576,0.1,0.0
1267,1267,21,0,0.0,0.9989625215530396,0.3680651813423853,16.306172780445067,0.20000000000000018,0.0,3,0.43774510082195095,GOOD,95.56262330291051,94.86405422283252,2.3716013555708133,0,0.0,80.0,1,1,1,21,0.9989625215530396,1,21,1,0.0028072919230908155,0.09289821982383728,0.3472032845020294,0.557091236114502,0,1,1,1,0.0,0.1,0.10646687663546056,0.23127822418649038
1268,1268,21,1,6.2,0.976927638053894,0.39913619032015835,16.767848340011316,0.0,0.0,3,0.45584739819088604,GOOD,65.64672499599249,64.38068503883477,1.6095171259708694,0,0.0,80.0,1,1,1,21,0.976927638053894,1,21,1,0.021164869889616966,0.6231540441513062,0.3330501914024353,0.022630928084254265,0,1,1,1,0.0,0.2558473981908861,0.1,0.1
1269,1269,21,0,0.0,0.990588903427124,0.5516368560684785,20.44950931127125,3.2,0.0,3,0.5359022294559515,GOOD,62.200889554721215,61.63994294009546,1.5409985735023866,0,0.0,80.0,1,1,1,21,0.990588903427124,1,21,1,0.029245911166071892,0.04714104160666466,0.026211516931653023,0.8974015116691589,1,1,0,1,0.1,0.1,0.0,0.3359022294559515
1270,1270,21,0,0.0,0.9237422943115234,0.58009274678954,21.46363405998528,0.20000000000000018,0.0,3,0.5495505465392163,GOOD,93.47548565646188,92.4273397250252,2.31068349312563,0,0.0,80.0,1,1,1,21,0.9237422943115234,1,21,1,0.012198648415505886,0.02271800860762596,0.016013195738196373,0.949070155620575,0,1,1,1,0.0,0.1,0.1,0.34955054653921636
1271,1271,21,1,6.2,0.9918890595436096,0.46283554195121307,18.283724772050025,0.0,0.0,3,0.4908765406820845,GOOD,93.79516577734321,92.58946694435166,2.3147366736087913,0,0.0,80.0,1,1,1,21,0.9918890595436096,1,21,1,0.014476792886853218,0.13115878403186798,0.11726851016283035,0.7370959520339966,0,1,1,1,0.0,0.1,0.1,0.29087654068208446
1272,1272,21,0,0.0,0.9993708729743958,0.34673075687114496,15.878542883452631,3.2,0.010632684266473902,3,0.42486906432409244,GOOD,48.511094640992624,47.57469262934104,1.189367315733526,0,0.0,80.0,1,1,1,21,0.9993708729743958,1,21,1,0.013991346582770348,0.2673013210296631,0.1884634643793106,0.5302438139915466,0,1,1,1,0.0,0.1,0.1,0.22486906432409245
1273,1273,21,0,0.0,0.9997298121452332,0.5970105785047851,22.118850983371683,0.20000000000000018,0.0,3,0.5575065058017148,GOOD,73.25467273171432,72.39170218235544,1.8097925545588862,0,0.0,80.0,1,1,1,21,0.9997298121452332,1,21,1,0.004238434601575136,0.9798494577407837,0.0014157902915030718,0.014496308751404285,1,1,0,1,0.1,0.35750650580171484,0.0,0.1
1274,1274,21,1,6.2,0.9989147186279297,0.3462929501500637,15.152376746985734,0.0,0.0,3,0.4246007447665411,GOOD,105.77018191232854,105.31188915818586,2.632797228954647,0,0.0,80.0,1,1,1,21,0.9989147186279297,1,21,1,0.08566645532846451,0.5294712781906128,0.3190075755119324,0.06585469841957092,1,1,1,0,0.1,0.22460074476654104,0.1,0.0
1275,1275,21,0,0.0,0.998958945274353,0.5797746928505256,21.584949970605084,3.2,0.0,3,0.5493998717707255,GOOD,82.75027546108885,82.29254725479012,2.0573136813697532,0,0.0,80.0,1,1,1,21,0.998958945274353,1,21,1,0.0029002001974731684,0.9484919309616089,0.012296300381422043,0.036311570554971695,0,1,1,1,0.0,0.3493998717707255,0.1,0.1
1276,1276,21,0,0.0,0.9892654418945312,0.49123325541217483,19.071300770849717,0.20000000000000018,0.0,3,0.5057114728987424,GOOD,105.26666842612846,104.89516100207891,2.622379025051973,0,0.0,80.0,1,1,1,21,0.9892654418945312,1,21,1,0.008438018150627613,0.06938757747411728,0.13398198783397675,0.7881923913955688,0,1,1,1,0.0,0.1,0.1,0.30571147289874234
1277,1277,21,1,6.2,0.999405026435852,0.500063547318924,19.2083507849436,0.0,0.0,3,0.5102365027040415,GOOD,100.47021846607046,99.76684008558284,2.4941710021395713,0,0.0,80.0,1,1,1,21,0.999405026435852,1,21,1,0.014939564280211926,0.8041146397590637,0.09689654409885406,0.084049291908741,0,1,1,1,0.0,0.3102365027040416,0.1,0.1
1278,1278,21,0,0.0,0.9985419511795044,0.3635985942119749,16.19996570027582,3.2,0.0,3,0.43508090596760995,GOOD,59.76540698245752,58.738423953459744,1.4684605988364936,0,0.0,80.0,1,1,1,21,0.9985419511795044,1,21,1,0.01234577689319849,0.31722018122673035,0.11037759482860565,0.5600565075874329,0,1,1,1,0.0,0.1,0.1,0.23508090596760997
1279,1279,21,0,0.0,0.9998496770858765,0.35513184265126674,15.568891745184798,0.20000000000000018,0.0,3,0.42998542409847373,GOOD,56.81540558008191,56.46400260753555,1.4116000651883889,0,0.0,80.0,1,1,1,21,0.9998496770858765,1,21,1,0.028802616521716118,0.3594200313091278,0.09575051814317703,0.5160268545150757,0,1,1,1,0.0,0.11758873188921956,0.1,0.2123966922092542
1280,1280,21,1,6.2,0.9997914433479309,0.5221796339652975,19.83074863597181,0.0,0.0,3,0.5213974360513856,GOOD,65.4124176644166,65.30391648742135,1.6325979121855339,0,0.0,80.0,1,1,1,21,0.9997914433479309,1,21,1,0.012223775498569012,0.8440592288970947,0.03601667284965515,0.10770029574632645,0,1,1,1,0.0,0.3213974360513856,0.1,0.1
1281,1281,21,0,0.0,0.9128406047821045,0.27816372197377137,14.3511946593851,3.2,0.0,3,0.38054776083787845,GOOD,73.36423067169183,72.07380248645977,1.8018450621614943,0,0.0,80.0,1,1,1,21,0.9128406047821045,1,21,1,0.044210873544216156,0.3120371401309967,0.2532704770565033,0.39048153162002563,0,1,1,1,0.0,0.11344450335314174,0.1,0.16710325748473673
1282,1282,21,0,0.0,0.8659550547599792,0.23328970520638692,12.719803400179972,0.20000000000000018,0.0,3,0.34850315461222214,GOOD,57.01397654080245,55.9782085600771,1.3994552140019276,0,0.0,80.0,1,1,1,21,0.8659550547599792,1,21,1,0.13177762925624847,0.28921493887901306,0.28905773162841797,0.2899496555328369,0,1,1,1,0.0,0.11602393142712406,0.11590650827998639,0.1165727149051117
1283,1283,21,1,6.2,0.99996018409729,0.39408781394822695,16.638306540955003,0.0,0.0,3,0.45295538726808243,GOOD,94.3560666636753,93.90226388965408,2.347556597241352,0,0.0,80.0,1,1,1,21,0.99996018409729,1,21,1,0.023092538118362427,0.3353268802165985,0.027412261813879013,0.6141682863235474,0,1,1,1,0.0,0.1,0.1,0.2529553872680824
1284,1284,21,0,0.0,0.9997696280479431,0.3987876837629963,16.795752340048896,3.2,0.0,3,0.45564834269950827,GOOD,56.8976795550372,56.75135179930388,1.4187837949825972,0,0.0,80.0,1,1,1,21,0.9997696280479431,1,21,1,0.018631229177117348,0.1253782957792282,0.6225335001945496,0.23345689475536346,0,1,1,1,0.0,0.1,0.2556483426995083,0.1
1285,1285,21,0,0.0,0.9997937083244324,0.37260668008869147,15.836057776789561,0.20000000000000018,0.0,3,0.4404374553397632,GOOD,86.06572840562802,85.44617104781072,2.1361542761952683,0,0.0,80.0,1,1,1,21,0.9997937083244324,1,21,1,0.005959287751466036,0.4463045597076416,0.07962881773710251,0.4681072533130646,0,1,1,1,0.0,0.16377579239505016,0.1,0.176661662944713
1286,1286,21,1,6.2,0.979004979133606,0.3688502855257832,16.076748607573393,0.0,0.0,3,0.4382117198511726,GOOD,63.700378830344434,63.2597626376037,1.5814940659400927,0,0.0,80.0,1,1,1,21,0.979004979133606,1,21,1,0.028239186853170395,0.56935715675354,0.2850848138332367,0.11731880903244019,0,1,1,1,0.0,0.23821171985117254,0.1,0.1
1287,1287,21,0,0.0,0.9966213703155518,0.4955204067853756,18.886457058048727,3.2,0.0,3,0.5079134327596837,GOOD,110.26517847150865,109.55499556203004,2.7388748890507513,0,0.0,80.0,1,1,1,21,0.9966213703155518,1,21,1,0.02968829683959484,0.08516397327184677,0.08922696113586426,0.7959207892417908,0,1,1,1,0.0,0.1,0.1,0.30791343275968364
1288,1288,21,0,0.0,0.9997183680534363,0.5261966585642438,20.088752667425656,0.20000000000000018,0.0,3,0.5233990974828461,GOOD,62.25298271138144,62.18657790081884,1.5546644475204712,0,0.0,80.0,1,1,1,21,0.9997183680534363,1,21,1,0.0013539110077545047,0.8513243198394775,0.10736754536628723,0.03995427489280701,0,1,1,1,0.0,0.3233990974828461,0.1,0.1
1289,1289,21,1,6.2,0.9969737529754639,0.3479331973929688,15.207653092068034,0.0,0.0,3,0.42560513634956865,GOOD,53.68027865889203,53.22323132082573,1.3305807830206433,0,0.0,80.0,1,1,1,21,0.9969737529754639,1,21,1,0.02844826504588127,0.4202592968940735,0.4391075670719147,0.11218486726284027,0,1,1,1,0.0,0.1570385877188368,0.16856654863073187,0.1
1290,1290,21,0,0.0,0.9980756044387817,0.3852374678960671,16.757941345435917,3.2,0.0,3,0.44784031469683105,GOOD,54.75772673432847,54.65417401327058,1.3663543503317646,0,0.0,80.0,1,1,1,21,0.9980756044387817,1,21,1,0.001668690936639905,0.5984326004981995,0.3151358366012573,0.08476290106773376,0,1,1,1,0.0,0.24784031469683107,0.1,0.1
1291,1291,21,0,0.0,0.9626560807228088,0.4746225530691725,18.594337737368086,0.20000000000000018,0.0,3,0.49708780874495356,GOOD,116.18287260402548,114.75350820630895,2.868837705157724,0,0.0,80.0,1,1,1,21,0.9626560807228088,1,21,1,0.01274084858596325,0.21265460550785065,0.016320686787366867,0.7582838535308838,0,1,1,1,0.0,0.1,0.1,0.29708780874495355
1292,1292,21,1,6.2,0.9707682132720947,0.4562714984738161,18.20946126844476,0.0,0.0,3,0.48738324698623425,GOOD,43.11286566193719,42.59527563511591,1.0648818908778979,0,0.0,80.0,1,1,1,21,0.9707682132720947,1,21,1,0.008516091853380203,0.00866798684000969,0.7253098487854004,0.2575061023235321,0,1,1,1,0.0,0.1,0.2873832469862343,0.1
1293,1293,21,0,0.0,0.9997819066047668,0.37036422162126664,15.466592881062443,3.2,0.0,3,0.4391101130578342,GOOD,83.40352568380212,82.14921921321032,2.053730480330258,0,0.0,80.0,1,1,1,21,0.9997819066047668,1,21,1,0.07428624480962753,0.5720399022102356,0.13386906683444977,0.21980485320091248,0,1,1,1,0.0,0.23911011305783422,0.1,0.1
1294,1294,21,0,0.0,0.677470326423645,0.5443714417715676,20.592469473114747,0.20000000000000018,0.0,3,0.5323614426577863,GOOD,63.95291958532195,63.89231238342297,1.5973078095855744,0,0.0,80.0,1,1,0,21,0.677470326423645,1,21,1,0.0011342999059706926,0.03875158727169037,0.88423091173172,0.07588323205709457,0,1,1,1,0.0,0.1,0.33236144265778633,0.1
1295,1295,21,1,6.2,0.9986913800239563,0.35357878082177124,15.707494078956753,0.0,0.0,3,0.42904418824082624,GOOD,74.4021255716417,73.08767025656255,1.8271917564140638,0,0.0,80.0,1,1,1,21,0.9986913800239563,1,21,1,0.009250115603208542,0.4964312016963959,0.11877075582742691,0.37554797530174255,0,1,1,1,0.0,0.20119302048361679,0.1,0.12785116775720942
1296,1296,21,0,0.0,0.9997748732566833,0.5328698150716328,19.79867163341369,3.2,0.0,3,0.5267074805135801,GOOD,85.9244404625457,84.74846856932076,2.118711714233019,0,0.0,80.0,1,1,1,21,0.9997748732566833,1,21,1,0.03544509783387184,0.05029027909040451,0.05086488276720047,0.8633996844291687,0,1,1,1,0.0,0.1,0.1,0.32670748051358
